Age,Gender,Disability,MaritalStatus,Caste,Aadhaar,Mobile,District,Scheme
79,Female,0,Married,GEN,1,0,UDHAMPUR,IGNOAPS
74,Male,0,Single,SC,1,0,UDHAMPUR,IGNOAPS
68,Male,0,Single,GEN,1,0,UDHAMPUR,IGNOAPS
86,Male,0,Single,GEN,1,0,UDHAMPUR,IGNOAPS
61,Female,0,Married,GEN,1,0,UDHAMPUR,IGNOAPS
71,Male,0,Single,SC,1,1,UDHAMPUR,IGNOAPS
71,Male,0,Widowed,SC,0,1,UDHAMPUR,IGNOAPS
72,Female,0,Married,GEN,1,0,UDHAMPUR,IGNOAPS
83,Female,0,Widowed,GEN,1,1,UDHAMPUR,IGNOAPS
68,Female,0,Married,GEN,1,1,UDHAMPUR,IGNOAPS
65,Male,0,Married,GEN,1,1,UDHAMPUR,IGNOAPS
73,Female,0,Widowed,GEN,1,1,UDHAMPUR,IGNOAPS
64,Male,0,Single,GEN,1,1,UDHAMPUR,IGNOAPS
89,Female,0,Widowed,GEN,1,0,UDHAMPUR,IGNOAPS
67,Male,0,Single,GEN,1,1,UDHAMPUR,IGNOAPS
65,Female,0,Widowed,GEN,1,0,UDHAMPUR,IGNOAPS
63,Female,0,Widowed,GEN,1,1,UDHAMPUR,IGNOAPS
80,Female,0,Widowed,GEN,0,0,UDHAMPUR,IGNOAPS
83,Female,0,Single,GEN,1,0,UDHAMPUR,IGNOAPS
80,Male,0,Single,GEN,1,0,UDHAMPUR,IGNOAPS
84,Male,0,Married,GEN,1,0,UDHAMPUR,IGNOAPS
79,Female,0,Widowed,GEN,0,0,UDHAMPUR,IGNOAPS
88,Male,0,Married,GEN,1,0,UDHAMPUR,IGNOAPS
79,Male,0,Widowed,GEN,1,0,UDHAMPUR,IGNOAPS
83,Female,0,Married,GEN,1,0,UDHAMPUR,IGNOAPS
89,Male,0,Married,SC,1,0,UDHAMPUR,IGNOAPS
63,Male,0,Married,ST,1,1,UDHAMPUR,IGNOAPS
64,Female,0,Married,GEN,1,0,UDHAMPUR,IGNOAPS
60,Female,0,Married,GEN,1,0,UDHAMPUR,IGNOAPS
86,Male,0,Single,GEN,1,1,UDHAMPUR,IGNOAPS
67,Male,0,Married,GEN,1,0,UDHAMPUR,IGNOAPS
62,Female,0,Married,GEN,1,0,UDHAMPUR,IGNOAPS
90,Male,0,Married,GEN,1,1,UDHAMPUR,IGNOAPS
89,Female,0,Widowed,ST,0,1,UDHAMPUR,IGNOAPS
90,Female,0,Single,SC,1,1,UDHAMPUR,IGNOAPS
83,Female,0,Married,SC,1,0,UDHAMPUR,IGNOAPS
63,Male,0,Married,GEN,1,1,UDHAMPUR,IGNOAPS
85,Female,0,Widowed,GEN,1,0,UDHAMPUR,IGNOAPS
74,Female,0,Widowed,GEN,1,0,UDHAMPUR,IGNOAPS
83,Male,0,Married,GEN,1,0,UDHAMPUR,IGNOAPS
72,Male,0,Single,GEN,0,0,UDHAMPUR,IGNOAPS
88,Female,0,Single,ST,1,1,UDHAMPUR,IGNOAPS
72,Male,0,Single,GEN,0,0,UDHAMPUR,IGNOAPS
67,Male,0,Married,GEN,1,1,UDHAMPUR,IGNOAPS
60,Male,0,Married,SC,1,1,UDHAMPUR,IGNOAPS
87,Male,0,Married,GEN,1,0,UDHAMPUR,IGNOAPS
61,Female,0,Married,GEN,1,1,UDHAMPUR,IGNOAPS
82,Female,0,Widowed,GEN,1,1,UDHAMPUR,IGNOAPS
71,Male,0,Married,GEN,1,0,UDHAMPUR,IGNOAPS
72,Male,0,Single,GEN,0,0,UDHAMPUR,IGNOAPS
65,Female,0,Single,GEN,0,0,UDHAMPUR,IGNOAPS
66,Male,0,Married,GEN,1,1,UDHAMPUR,IGNOAPS
79,Male,0,Single,GEN,1,0,UDHAMPUR,IGNOAPS
89,Female,0,Single,SC,1,0,UDHAMPUR,IGNOAPS
74,Male,0,Married,GEN,1,0,UDHAMPUR,IGNOAPS
64,Female,0,Widowed,GEN,1,0,UDHAMPUR,IGNOAPS
66,Female,0,Single,GEN,1,0,UDHAMPUR,IGNOAPS
64,Female,0,Single,GEN,1,1,UDHAMPUR,IGNOAPS
40,Female,0,Widowed,GEN,1,0,UDHAMPUR,IGNWPS
49,Female,0,Widowed,GEN,0,0,UDHAMPUR,IGNWPS
61,Female,0,Widowed,SC,1,0,UDHAMPUR,IGNWPS
64,Female,0,Widowed,SC,1,1,UDHAMPUR,IGNWPS
46,Female,0,Widowed,SC,1,1,UDHAMPUR,IGNWPS
65,Female,0,Widowed,GEN,0,0,UDHAMPUR,IGNWPS
71,Female,0,Widowed,ST,1,1,UDHAMPUR,IGNWPS
69,Female,0,Widowed,GEN,1,0,UDHAMPUR,IGNWPS
55,Female,0,Widowed,GEN,1,0,UDHAMPUR,IGNWPS
69,Female,0,Widowed,GEN,1,1,UDHAMPUR,IGNWPS
61,Female,0,Widowed,GEN,1,0,UDHAMPUR,IGNWPS
53,Female,0,Widowed,GEN,1,0,UDHAMPUR,IGNWPS
47,Female,0,Widowed,GEN,1,0,UDHAMPUR,IGNWPS
53,Female,0,Widowed,GEN,1,0,UDHAMPUR,IGNWPS
53,Female,0,Widowed,GEN,1,0,UDHAMPUR,IGNWPS
61,Female,0,Widowed,SC,1,0,UDHAMPUR,IGNWPS
46,Female,0,Widowed,GEN,1,1,UDHAMPUR,IGNWPS
64,Female,0,Widowed,GEN,1,1,UDHAMPUR,IGNWPS
72,Female,0,Widowed,GEN,1,1,UDHAMPUR,IGNWPS
55,Female,0,Widowed,GEN,1,0,UDHAMPUR,IGNWPS
72,Female,0,Widowed,GEN,1,0,UDHAMPUR,IGNWPS
76,Female,0,Widowed,GEN,0,0,UDHAMPUR,IGNWPS
44,Female,0,Widowed,GEN,1,1,UDHAMPUR,IGNWPS
67,Female,0,Widowed,GEN,1,0,UDHAMPUR,IGNWPS
67,Female,0,Widowed,SC,1,0,UDHAMPUR,IGNWPS
53,Female,0,Widowed,OBC,0,1,UDHAMPUR,IGNWPS
52,Female,0,Widowed,SC,0,0,UDHAMPUR,IGNWPS
80,Female,0,Widowed,GEN,1,0,UDHAMPUR,IGNWPS
78,Female,0,Widowed,SC,1,1,UDHAMPUR,IGNWPS
47,Female,0,Widowed,GEN,1,1,UDHAMPUR,IGNWPS
51,Female,0,Widowed,GEN,1,0,UDHAMPUR,IGNWPS
76,Female,0,Widowed,SC,0,0,UDHAMPUR,IGNWPS
50,Female,0,Widowed,SC,0,0,UDHAMPUR,IGNWPS
80,Female,0,Widowed,SC,1,0,UDHAMPUR,IGNWPS
75,Female,0,Widowed,GEN,1,0,UDHAMPUR,IGNWPS
47,Female,0,Widowed,GEN,1,1,UDHAMPUR,IGNWPS
59,Female,0,Widowed,GEN,1,1,UDHAMPUR,IGNWPS
79,Female,0,Widowed,GEN,0,0,UDHAMPUR,IGNWPS
52,Female,0,Widowed,SC,1,1,UDHAMPUR,IGNWPS
63,Female,0,Widowed,GEN,1,0,UDHAMPUR,IGNWPS
44,Female,0,Widowed,GEN,1,1,UDHAMPUR,IGNWPS
64,Female,0,Widowed,GEN,0,0,UDHAMPUR,IGNWPS
69,Female,0,Widowed,GEN,1,1,UDHAMPUR,IGNWPS
74,Female,0,Widowed,SC,1,0,UDHAMPUR,IGNWPS
42,Female,0,Widowed,OBC,1,1,UDHAMPUR,IGNWPS
59,Female,0,Widowed,OBC,1,0,UDHAMPUR,IGNWPS
43,Female,0,Widowed,GEN,0,0,UDHAMPUR,IGNWPS
68,Female,0,Widowed,GEN,1,1,UDHAMPUR,IGNWPS
80,Female,0,Widowed,SC,0,0,UDHAMPUR,IGNWPS
46,Female,0,Widowed,ST,1,1,UDHAMPUR,IGNWPS
50,Female,0,Widowed,GEN,1,0,UDHAMPUR,IGNWPS
70,Female,0,Widowed,GEN,1,0,UDHAMPUR,IGNWPS
60,Female,0,Widowed,SC,1,0,UDHAMPUR,IGNWPS
45,Female,0,Widowed,GEN,1,1,UDHAMPUR,IGNWPS
60,Female,0,Widowed,GEN,1,0,UDHAMPUR,IGNWPS
79,Female,0,Widowed,GEN,0,0,UDHAMPUR,IGNWPS
71,Female,0,Widowed,OBC,1,0,UDHAMPUR,IGNWPS
77,Female,0,Widowed,GEN,0,1,UDHAMPUR,IGNWPS
64,Female,0,Widowed,GEN,0,0,UDHAMPUR,IGNWPS
77,Female,0,Widowed,GEN,1,1,UDHAMPUR,IGNWPS
74,Female,0,Widowed,SC,1,0,UDHAMPUR,IGNWPS
50,Female,0,Widowed,SC,0,1,UDHAMPUR,IGNWPS
59,Female,0,Widowed,GEN,1,0,UDHAMPUR,IGNWPS
64,Female,0,Widowed,GEN,0,1,UDHAMPUR,IGNWPS
42,Female,0,Widowed,GEN,1,1,UDHAMPUR,IGNWPS
54,Female,0,Widowed,SC,1,1,UDHAMPUR,IGNWPS
58,Female,0,Widowed,OBC,0,1,UDHAMPUR,IGNWPS
41,Female,0,Widowed,SC,1,0,UDHAMPUR,IGNWPS
60,Female,0,Widowed,OBC,1,0,UDHAMPUR,IGNWPS
77,Female,0,Widowed,GEN,0,1,UDHAMPUR,IGNWPS
70,Female,0,Widowed,OBC,1,1,UDHAMPUR,IGNWPS
79,Female,0,Widowed,GEN,1,0,UDHAMPUR,IGNWPS
44,Female,0,Widowed,GEN,1,0,UDHAMPUR,IGNWPS
50,Female,0,Widowed,GEN,1,1,UDHAMPUR,IGNWPS
44,Female,0,Widowed,GEN,1,0,UDHAMPUR,IGNWPS
79,Female,0,Widowed,SC,1,0,UDHAMPUR,IGNWPS
61,Female,0,Widowed,GEN,1,0,UDHAMPUR,IGNWPS
48,Female,0,Widowed,SC,0,0,UDHAMPUR,IGNWPS
79,Female,0,Widowed,GEN,1,0,UDHAMPUR,IGNWPS
73,Female,0,Widowed,GEN,0,0,UDHAMPUR,IGNWPS
43,Female,0,Widowed,GEN,0,0,UDHAMPUR,IGNWPS
76,Female,0,Widowed,GEN,1,0,UDHAMPUR,IGNWPS
57,Female,0,Widowed,GEN,1,0,UDHAMPUR,IGNWPS
76,Female,0,Widowed,GEN,1,0,UDHAMPUR,IGNWPS
63,Female,0,Widowed,GEN,1,1,UDHAMPUR,IGNWPS
71,Female,0,Widowed,GEN,1,0,UDHAMPUR,IGNWPS
48,Female,0,Widowed,GEN,0,1,UDHAMPUR,IGNWPS
67,Female,0,Widowed,SC,1,0,UDHAMPUR,IGNWPS
80,Female,0,Widowed,SC,1,0,UDHAMPUR,IGNWPS
68,Female,0,Widowed,GEN,0,0,UDHAMPUR,IGNWPS
65,Female,0,Widowed,ST,1,0,UDHAMPUR,IGNWPS
49,Female,0,Widowed,GEN,1,0,UDHAMPUR,IGNWPS
70,Female,0,Widowed,GEN,0,1,UDHAMPUR,IGNWPS
62,Female,0,Widowed,GEN,0,0,UDHAMPUR,IGNWPS
57,Female,0,Widowed,GEN,1,1,UDHAMPUR,IGNWPS
52,Female,0,Widowed,GEN,1,1,UDHAMPUR,IGNWPS
52,Female,0,Widowed,SC,1,1,UDHAMPUR,IGNWPS
70,Female,0,Widowed,GEN,0,0,UDHAMPUR,IGNWPS
66,Female,0,Widowed,GEN,1,0,UDHAMPUR,IGNWPS
54,Female,0,Widowed,GEN,1,1,UDHAMPUR,IGNWPS
19,Female,1,Married,GEN,1,1,BADGAM,IGNDPS
26,Male,1,Married,GEN,1,1,BADGAM,IGNDPS
35,Male,1,Single,GEN,1,1,BADGAM,IGNDPS
58,Female,1,Married,GEN,1,1,BADGAM,IGNDPS
55,Female,1,Married,GEN,1,1,BADGAM,IGNDPS
39,Male,1,Married,GEN,1,1,BADGAM,IGNDPS
32,Male,1,Single,OBC,1,1,BADGAM,IGNDPS
25,Male,1,Married,GEN,1,1,BADGAM,IGNDPS
56,Female,1,Single,GEN,1,1,BADGAM,IGNDPS
54,Female,1,Married,GEN,1,1,BADGAM,IGNDPS
40,Male,1,Single,GEN,1,1,BADGAM,IGNDPS
38,Male,1,Married,GEN,1,1,BADGAM,IGNDPS
53,Male,1,Married,GEN,1,1,BADGAM,IGNDPS
35,Female,1,Married,GEN,1,1,BADGAM,IGNDPS
43,Male,1,Single,GEN,1,1,BADGAM,IGNDPS
55,Male,1,Single,GEN,1,1,BADGAM,IGNDPS
37,Male,1,Married,GEN,1,1,BADGAM,IGNDPS
45,Male,1,Married,GEN,1,1,BADGAM,IGNDPS
37,Male,1,Married,GEN,1,1,BADGAM,IGNDPS
55,Male,1,Single,GEN,1,1,BADGAM,IGNDPS
24,Male,1,Single,GEN,1,1,BADGAM,IGNDPS
46,Male,1,Single,SC,1,1,BADGAM,IGNDPS
25,Female,1,Single,GEN,1,1,BADGAM,IGNDPS
26,Female,1,Married,GEN,1,1,BADGAM,IGNDPS
24,Male,1,Married,GEN,1,1,BADGAM,IGNDPS
42,Female,1,Single,OBC,1,1,BADGAM,IGNDPS
42,Male,1,Married,GEN,1,1,BADGAM,IGNDPS
36,Male,1,Married,GEN,1,1,BADGAM,IGNDPS
58,Female,1,Single,GEN,1,1,BADGAM,IGNDPS
59,Female,1,Married,GEN,1,1,BADGAM,IGNDPS
59,Male,1,Single,GEN,1,1,BADGAM,IGNDPS
45,Male,1,Single,GEN,1,1,BADGAM,IGNDPS
29,Male,1,Single,GEN,1,1,BADGAM,IGNDPS
30,Female,1,Single,GEN,1,1,BADGAM,IGNDPS
35,Female,1,Married,GEN,1,1,BADGAM,IGNDPS
34,Male,1,Married,GEN,1,1,BADGAM,IGNDPS
58,Male,1,Single,GEN,1,0,BADGAM,IGNDPS
19,Female,1,Married,GEN,1,1,BADGAM,IGNDPS
45,Male,1,Married,GEN,1,1,BADGAM,IGNDPS
37,Male,1,Single,GEN,1,1,BADGAM,IGNDPS
19,Female,1,Married,GEN,1,0,BADGAM,IGNDPS
55,Male,1,Married,GEN,1,1,BADGAM,IGNDPS
56,Male,1,Married,GEN,1,1,BADGAM,IGNDPS
32,Male,1,Married,GEN,1,1,BADGAM,IGNDPS
45,Female,1,Single,GEN,1,1,BADGAM,IGNDPS
44,Male,1,Married,GEN,1,1,BADGAM,IGNDPS
34,Female,1,Single,GEN,1,1,BADGAM,IGNDPS
34,Male,1,Single,GEN,1,1,BADGAM,IGNDPS
56,Male,1,Single,GEN,1,1,BADGAM,IGNDPS
39,Male,1,Married,GEN,1,1,BADGAM,IGNDPS
55,Male,1,Single,GEN,1,1,BADGAM,IGNDPS
33,Male,1,Single,GEN,1,0,BADGAM,IGNDPS
39,Male,1,Single,GEN,1,1,BADGAM,IGNDPS
59,Female,1,Single,GEN,1,0,BADGAM,IGNDPS
32,Female,1,Single,GEN,1,1,BADGAM,IGNDPS
30,Female,1,Married,GEN,1,1,BADGAM,IGNDPS
35,Female,1,Single,OBC,1,1,BADGAM,IGNDPS
19,Female,1,Single,GEN,1,1,BADGAM,IGNDPS
52,Male,1,Single,GEN,1,1,BADGAM,IGNDPS
28,Male,1,Single,GEN,1,1,BADGAM,IGNDPS
45,Male,1,Single,GEN,1,1,BADGAM,IGNDPS
58,Female,1,Single,GEN,1,1,BADGAM,IGNDPS
30,Female,1,Single,GEN,1,1,BADGAM,IGNDPS
26,Male,1,Single,GEN,1,0,BADGAM,IGNDPS
24,Male,1,Married,GEN,1,1,BADGAM,IGNDPS
22,Male,1,Married,GEN,1,1,BADGAM,IGNDPS
35,Male,1,Single,GEN,1,0,BADGAM,IGNDPS
39,Male,1,Single,GEN,1,1,BADGAM,IGNDPS
18,Female,1,Single,GEN,1,1,BADGAM,IGNDPS
50,Male,1,Single,GEN,1,1,BADGAM,IGNDPS
60,Male,1,Married,GEN,1,1,BADGAM,IGNDPS
24,Male,1,Single,GEN,1,1,BADGAM,IGNDPS
21,Female,1,Married,GEN,1,1,BADGAM,IGNDPS
23,Male,1,Single,GEN,1,1,BADGAM,IGNDPS
57,Male,1,Single,GEN,1,1,BADGAM,IGNDPS
21,Male,1,Married,GEN,1,1,BADGAM,IGNDPS
59,Male,1,Single,GEN,1,1,BADGAM,IGNDPS
34,Male,1,Married,GEN,1,1,BADGAM,IGNDPS
41,Male,1,Single,GEN,1,1,BADGAM,IGNDPS
29,Male,1,Single,GEN,1,1,BADGAM,IGNDPS
26,Female,1,Single,GEN,1,1,BADGAM,IGNDPS
59,Female,1,Single,GEN,1,1,BADGAM,IGNDPS
22,Male,1,Single,GEN,1,0,BADGAM,IGNDPS
52,Male,1,Married,GEN,1,1,BADGAM,IGNDPS
44,Female,1,Married,GEN,1,1,BADGAM,IGNDPS
41,Male,1,Single,GEN,1,1,BADGAM,IGNDPS
24,Male,1,Single,GEN,1,0,BADGAM,IGNDPS
29,Male,1,Married,GEN,1,1,BADGAM,IGNDPS
44,Female,1,Married,GEN,1,1,BADGAM,IGNDPS
30,Female,1,Single,GEN,1,1,BADGAM,IGNDPS
20,Female,1,Married,GEN,1,1,BADGAM,IGNDPS
26,Male,1,Married,GEN,1,1,BADGAM,IGNDPS
48,Male,1,Single,GEN,1,0,BADGAM,IGNDPS
28,Male,1,Married,GEN,1,1,BADGAM,IGNDPS
47,Male,1,Married,GEN,1,1,BADGAM,IGNDPS
23,Male,1,Single,GEN,1,1,BADGAM,IGNDPS
23,Female,1,Single,GEN,1,1,BADGAM,IGNDPS
55,Female,1,Married,GEN,1,1,BADGAM,IGNDPS
40,Male,1,Single,OBC,1,1,BADGAM,IGNDPS
21,Male,1,Single,GEN,1,0,BADGAM,IGNDPS
76,Female,0,Married,GEN,1,0,BADGAM,IGNOAPS
80,Male,0,Single,GEN,1,1,BADGAM,IGNOAPS
75,Male,0,Single,GEN,1,1,BADGAM,IGNOAPS
63,Female,0,Married,GEN,1,1,BADGAM,IGNOAPS
74,Female,0,Married,GEN,1,1,BADGAM,IGNOAPS
87,Female,0,Single,GEN,1,1,BADGAM,IGNOAPS
65,Male,0,Widowed,GEN,1,1,BADGAM,IGNOAPS
90,Male,0,Married,GEN,1,0,BADGAM,IGNOAPS
81,Female,0,Widowed,GEN,1,0,BADGAM,IGNOAPS
60,Male,0,Widowed,GEN,1,1,BADGAM,IGNOAPS
83,Male,0,Widowed,GEN,1,0,BADGAM,IGNOAPS
74,Male,0,Married,GEN,1,1,BADGAM,IGNOAPS
81,Female,0,Single,GEN,1,1,BADGAM,IGNOAPS
64,Female,0,Widowed,GEN,1,1,BADGAM,IGNOAPS
66,Male,0,Single,GEN,1,1,BADGAM,IGNOAPS
68,Female,0,Single,GEN,1,1,BADGAM,IGNOAPS
62,Male,0,Married,GEN,1,0,BADGAM,IGNOAPS
83,Male,0,Widowed,GEN,1,0,BADGAM,IGNOAPS
83,Female,0,Married,GEN,1,1,BADGAM,IGNOAPS
63,Female,0,Single,GEN,1,1,BADGAM,IGNOAPS
79,Female,0,Married,GEN,1,0,BADGAM,IGNOAPS
62,Male,0,Married,GEN,1,1,BADGAM,IGNOAPS
85,Male,0,Married,GEN,1,1,BADGAM,IGNOAPS
77,Female,0,Single,GEN,1,0,BADGAM,IGNOAPS
61,Female,0,Married,GEN,1,0,BADGAM,IGNOAPS
73,Female,0,Single,GEN,1,1,BADGAM,IGNOAPS
81,Male,0,Single,GEN,1,0,BADGAM,IGNOAPS
66,Female,0,Married,GEN,1,1,BADGAM,IGNOAPS
68,Male,0,Married,GEN,1,1,BADGAM,IGNOAPS
88,Female,0,Widowed,GEN,1,0,BADGAM,IGNOAPS
66,Female,0,Widowed,GEN,1,1,BADGAM,IGNOAPS
72,Male,0,Widowed,GEN,1,1,BADGAM,IGNOAPS
70,Male,0,Married,GEN,1,0,BADGAM,IGNOAPS
64,Male,0,Married,GEN,1,1,BADGAM,IGNOAPS
72,Male,0,Widowed,GEN,1,1,BADGAM,IGNOAPS
63,Male,0,Single,GEN,1,1,BADGAM,IGNOAPS
60,Female,0,Widowed,GEN,1,1,BADGAM,IGNOAPS
85,Female,0,Single,GEN,1,1,BADGAM,IGNOAPS
88,Male,0,Widowed,GEN,1,1,BADGAM,IGNOAPS
88,Female,0,Widowed,GEN,1,1,BADGAM,IGNOAPS
79,Female,0,Widowed,GEN,1,0,BADGAM,IGNOAPS
79,Male,0,Single,GEN,1,1,BADGAM,IGNOAPS
64,Male,0,Married,GEN,1,0,BADGAM,IGNOAPS
79,Male,0,Widowed,GEN,1,0,BADGAM,IGNOAPS
65,Female,0,Widowed,GEN,1,1,BADGAM,IGNOAPS
60,Female,0,Single,GEN,1,1,BADGAM,IGNOAPS
70,Male,0,Married,GEN,1,1,BADGAM,IGNOAPS
77,Female,0,Single,SC,1,1,BADGAM,IGNOAPS
81,Female,0,Married,GEN,1,1,BADGAM,IGNOAPS
63,Male,0,Single,GEN,1,1,BADGAM,IGNOAPS
72,Male,0,Single,GEN,1,1,BADGAM,IGNOAPS
74,Male,0,Single,GEN,1,1,BADGAM,IGNOAPS
75,Female,0,Single,GEN,1,1,BADGAM,IGNOAPS
83,Male,0,Single,GEN,1,0,BADGAM,IGNOAPS
65,Male,0,Widowed,GEN,1,0,BADGAM,IGNOAPS
76,Male,0,Married,ST,1,0,BADGAM,IGNOAPS
60,Female,0,Married,GEN,1,0,BADGAM,IGNOAPS
87,Male,0,Married,GEN,1,1,BADGAM,IGNOAPS
65,Male,0,Single,GEN,1,0,BADGAM,IGNOAPS
71,Male,0,Single,GEN,1,1,BADGAM,IGNOAPS
66,Female,0,Widowed,GEN,1,0,BADGAM,IGNOAPS
72,Male,0,Married,GEN,1,1,BADGAM,IGNOAPS
69,Male,0,Married,GEN,1,0,BADGAM,IGNOAPS
68,Female,0,Single,GEN,1,0,BADGAM,IGNOAPS
63,Female,0,Widowed,OBC,1,1,BADGAM,IGNOAPS
71,Male,0,Single,GEN,1,0,BADGAM,IGNOAPS
76,Female,0,Widowed,GEN,1,1,BADGAM,IGNOAPS
75,Male,0,Married,GEN,1,1,BADGAM,IGNOAPS
72,Male,0,Single,GEN,1,0,BADGAM,IGNOAPS
85,Male,0,Married,GEN,1,0,BADGAM,IGNOAPS
80,Male,0,Married,GEN,1,1,BADGAM,IGNOAPS
85,Male,0,Widowed,GEN,1,0,BADGAM,IGNOAPS
68,Male,0,Married,GEN,1,1,BADGAM,IGNOAPS
60,Male,0,Married,GEN,1,0,BADGAM,IGNOAPS
64,Male,0,Married,GEN,1,1,BADGAM,IGNOAPS
77,Male,0,Married,GEN,1,1,BADGAM,IGNOAPS
90,Female,0,Single,GEN,1,1,BADGAM,IGNOAPS
82,Female,0,Married,GEN,1,0,BADGAM,IGNOAPS
89,Female,0,Single,GEN,1,1,BADGAM,IGNOAPS
77,Male,0,Widowed,GEN,1,0,BADGAM,IGNOAPS
85,Female,0,Widowed,GEN,1,1,BADGAM,IGNOAPS
67,Male,0,Widowed,SC,1,1,BADGAM,IGNOAPS
60,Male,0,Widowed,GEN,1,0,BADGAM,IGNOAPS
64,Male,0,Married,GEN,1,1,BADGAM,IGNOAPS
75,Male,0,Married,GEN,1,1,BADGAM,IGNOAPS
89,Female,0,Widowed,GEN,1,1,BADGAM,IGNOAPS
77,Male,0,Single,GEN,1,1,BADGAM,IGNOAPS
63,Male,0,Widowed,GEN,1,1,BADGAM,IGNOAPS
60,Female,0,Widowed,GEN,1,1,BADGAM,IGNOAPS
63,Male,0,Single,GEN,1,1,BADGAM,IGNOAPS
77,Male,0,Widowed,GEN,1,1,BADGAM,IGNOAPS
87,Male,0,Widowed,GEN,1,1,BADGAM,IGNOAPS
73,Female,0,Single,GEN,1,1,BADGAM,IGNOAPS
64,Female,0,Single,GEN,1,1,BADGAM,IGNOAPS
83,Male,0,Single,GEN,1,1,BADGAM,IGNOAPS
76,Male,0,Single,GEN,1,1,BADGAM,IGNOAPS
67,Female,0,Single,GEN,1,0,BADGAM,IGNOAPS
69,Female,0,Widowed,GEN,1,0,BADGAM,IGNOAPS
70,Male,0,Widowed,GEN,1,0,BADGAM,IGNOAPS
70,Male,0,Widowed,GEN,1,1,BADGAM,IGNOAPS
51,Female,0,Widowed,GEN,1,0,BADGAM,IGNWPS
40,Female,0,Widowed,GEN,1,0,BADGAM,IGNWPS
50,Female,0,Widowed,GEN,1,1,BADGAM,IGNWPS
72,Female,0,Widowed,GEN,1,1,BADGAM,IGNWPS
49,Female,0,Widowed,GEN,1,1,BADGAM,IGNWPS
61,Female,0,Widowed,GEN,1,1,BADGAM,IGNWPS
69,Female,0,Widowed,GEN,1,1,BADGAM,IGNWPS
60,Female,0,Widowed,GEN,1,1,BADGAM,IGNWPS
55,Female,0,Widowed,GEN,1,0,BADGAM,IGNWPS
68,Female,0,Widowed,GEN,1,1,BADGAM,IGNWPS
66,Female,0,Widowed,GEN,1,1,BADGAM,IGNWPS
74,Female,0,Widowed,GEN,1,1,BADGAM,IGNWPS
66,Female,0,Widowed,GEN,1,0,BADGAM,IGNWPS
42,Female,0,Widowed,ST,1,1,BADGAM,IGNWPS
76,Female,0,Widowed,GEN,1,1,BADGAM,IGNWPS
69,Female,0,Widowed,GEN,1,1,BADGAM,IGNWPS
40,Female,0,Widowed,GEN,1,1,BADGAM,IGNWPS
78,Female,0,Widowed,GEN,1,1,BADGAM,IGNWPS
76,Female,0,Widowed,GEN,1,1,BADGAM,IGNWPS
70,Female,0,Widowed,GEN,1,0,BADGAM,IGNWPS
78,Female,0,Widowed,GEN,1,1,BADGAM,IGNWPS
66,Female,0,Widowed,GEN,1,1,BADGAM,IGNWPS
49,Female,0,Widowed,GEN,1,1,BADGAM,IGNWPS
54,Female,0,Widowed,GEN,1,1,BADGAM,IGNWPS
51,Female,0,Widowed,GEN,1,1,BADGAM,IGNWPS
48,Female,0,Widowed,GEN,1,1,BADGAM,IGNWPS
61,Female,0,Widowed,GEN,1,0,BADGAM,IGNWPS
76,Female,0,Widowed,GEN,1,1,BADGAM,IGNWPS
55,Female,0,Widowed,GEN,1,1,BADGAM,IGNWPS
72,Female,0,Widowed,GEN,1,1,BADGAM,IGNWPS
71,Female,0,Widowed,GEN,1,1,BADGAM,IGNWPS
73,Female,0,Widowed,GEN,1,0,BADGAM,IGNWPS
51,Female,0,Widowed,GEN,1,0,BADGAM,IGNWPS
75,Female,0,Widowed,GEN,1,1,BADGAM,IGNWPS
70,Female,0,Widowed,GEN,1,1,BADGAM,IGNWPS
40,Female,0,Widowed,GEN,1,0,BADGAM,IGNWPS
40,Female,0,Widowed,GEN,1,1,BADGAM,IGNWPS
55,Female,0,Widowed,GEN,1,1,BADGAM,IGNWPS
71,Female,0,Widowed,GEN,1,1,BADGAM,IGNWPS
74,Female,0,Widowed,GEN,1,1,BADGAM,IGNWPS
74,Female,0,Widowed,GEN,1,0,BADGAM,IGNWPS
52,Female,0,Widowed,GEN,1,0,BADGAM,IGNWPS
80,Female,0,Widowed,GEN,1,0,BADGAM,IGNWPS
60,Female,0,Widowed,GEN,1,0,BADGAM,IGNWPS
76,Female,0,Widowed,GEN,1,1,BADGAM,IGNWPS
45,Female,0,Widowed,GEN,1,1,BADGAM,IGNWPS
49,Female,0,Widowed,SC,1,0,BADGAM,IGNWPS
80,Female,0,Widowed,GEN,1,1,BADGAM,IGNWPS
75,Female,0,Widowed,GEN,1,1,BADGAM,IGNWPS
59,Female,0,Widowed,GEN,1,1,BADGAM,IGNWPS
57,Female,0,Widowed,GEN,1,1,BADGAM,IGNWPS
63,Female,0,Widowed,GEN,1,1,BADGAM,IGNWPS
40,Female,0,Widowed,GEN,1,1,BADGAM,IGNWPS
73,Female,0,Widowed,GEN,1,1,BADGAM,IGNWPS
76,Female,0,Widowed,GEN,1,1,BADGAM,IGNWPS
77,Female,0,Widowed,GEN,1,1,BADGAM,IGNWPS
69,Female,0,Widowed,GEN,1,1,BADGAM,IGNWPS
69,Female,0,Widowed,GEN,1,1,BADGAM,IGNWPS
62,Female,0,Widowed,GEN,1,1,BADGAM,IGNWPS
